"","X1","X2"
"1",14,-3.71843774749264
"2",57,0.13386028073818
"3",34,2.49155150195549
"4",70,2.99809411930124
"5",71,-2.25381193804319
"6",25,-10.1426709138113
"7",45,-5.02453363726568
"8",21,-0.0904940532395848
"9",19,-3.49072262690283
"10",72,2.23275150442717
"11",60,5.76069859830751
"12",58,0.81327300684016
"13",47,-1.43924370045636
"14",48,2.92499678820016
"15",44,-5.2658907995985
"16",66,0.0962945342825317
"17",64,5.00762422453654
"18",35,-4.78201002652738
"19",17,2.27810024531572
"20",27,-1.1453701105795
"21",52,0.45461332231117
"22",77,4.3458335688972
"23",9,6.26402116079684
"24",68,-5.37253208460319
"25",12,7.98749092518222
"26",37,-3.47916465054578
"27",63,-6.16261116937277
"28",56,-0.0283813967819416
"29",38,-2.51907487972158
"30",69,-2.79350421042405
"31",55,-0.739344494405925
"32",20,1.21342988286093
"33",23,-7.80745042482218
"34",41,7.87868247129638
"35",16,3.05994321504436
"36",11,5.71965755629062
"37",39,5.02731385056624
"38",6,7.62171609261109
"39",7,3.9088979291312
"40",4,2.5264676482489
"41",22,0.346153149983423
"42",32,6.59364820031405
"43",31,1.94858775059279
"44",59,2.69675656596756
"45",18,-0.743389515918803
"46",75,0.979898601114304
"47",74,10.7372328633752
"48",8,3.35828907730039
"49",33,3.34101468110413
"50",28,1.42121254451249
"51",61,-1.95341203614147
"52",5,4.16562394930071
"53",29,-7.51788029968395
"54",13,6.03632891032109
"55",10,6.32729235075787
"56",76,3.58594688593895
"57",36,1.4050162601883
"58",15,0.909914021781867
"59",50,-6.48461681349285
"60",54,0.842915229927319
"61",1,-2.26245973312888
"62",49,-9.23388059397592
"63",46,-1.40923976038718
"64",51,0.995667524672368
"65",30,-1.80821322623099
"66",43,-7.0468834994965
"67",3,0.990559012717873
"68",73,-0.600564951837164
"69",40,-4.83068224413545
"70",62,2.02778783004232
"71",67,-8.03035278349058
"72",26,-6.58061533945678
"73",65,-0.283855276173442
"74",53,-5.34047388530781
"75",2,-3.08165616945326
"76",24,-1.13481266705774
"77",42,-4.85692017709171
